X,Y,FID,LONGITUDE,LATITUDE,NAV_UNIT_I,UNLOCODE,NAV_UNIT_N,LOCATION_D,FACILITY_T,STREET_ADD,CITY_OR_TO,STATE_POST,ZIPCODE,COUNTY_NAM,COUNTY_FIP,CONGRESS,CONGRESS_F,WTWY_NAME,PORT_NAME,PSA_NAME,MILE,BANK,LATITUDE1,LONGITUDE1,OPERATORS,OWNERS,PURPOSE,HIGHWAY_NO,RAILWAY_NO,LOCATION,DOCK,COMMODITIE,CONSTRUCTI,MECHANICAL,REMARKS,VERTICAL_D,DEPTH_MIN,DEPTH_MAX,BERTHING_L,BERTHING_T,DECK_HEIGH,DECK_HEI_1,SERVICE_IN,SERVICE_TE
-13659086.3107,5722005.1475,17660,-122.70166,45.634722,0UV4,VAN,"PORT OF VANCOUVER, TERMINAL 2 BERTH 5, OIL DOCK","Mile 104.7, right bank, Columbia River, Vancouver, approximately 0.8 mile below Burlington Northern Railroad Bridge.",Dock,3103 Lower River Road,Vancouver,WA,98660,Clark,11,112,03,"Columbia and Lower Willamette Rivers below Vancouver, WA and Portland, OR","Port of Vancouver USA, WA", ,104.7,Right,45.634722,-122.70166,"Current Operator: GATX Terminals Corp.; Tesoro Refining, Marketing & Supply Co.; and CENEX Land O' Lakes Corp. Phone: 206-693-3611 FAX: 503-285-6091 | Current Operator: Nustar Energy Phone: 360-694-8591 | Current Operator: Tesoro Refining Phone: 360-907-",Current Owner: Port of Vancouver.,Receipt and shipment of petroleum products and liquid chemicals; receipt of liquid fertilizer.,"Via plant roads, asphalt, various widths; from N.W. Lower River Road.",None.,90106,110,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Chemicals and Related Products | Fertilizers | Other Chemicals and Relat","Timber pile, timber-decked offshore wharf with three steel-pile breasting dolphins on lower side in line with face. Wharf has a 212- by 15-foot timber approach.",Three electric mast-and-boom derricks:  one with 30-; and two with 15-foot booms for handling hose.,"Face of wharf is in line with face of adjacent company- owned Berth 4 (Ref. No. 175) providing for continuous berthing space.
GATX Terminals Corp:  Three 6-inch pipelines extend from wharf to twenty-one steel, liquid-chemical storage tanks at rear; total",MLLW (Mean Lower Low Water),40,40,450,450,30,30,01-JAN-1990, 
-13658096.6804,5721297.6778,17661,-122.69277,45.630278,0UV5,VAN,UNITED HARVEST VANCOUVER GRAIN ELEVATOR WHARF,"Mile 105.3, right bank, Columbia River, Vancouver, approximately 1,400 feet below Burlington Northern Railroad Bridge.",Dock,3103 Lower River Road,Vancouver,WA,98660,Clark,11,112,03,"Columbia and Lower Willamette Rivers below Vancouver, WA and Portland, OR","Port of Vancouver USA, WA", ,105.3,Right,45.630278,-122.69277,Current Operator: United Harvest,Current Owner: Port of Vancouver.,Receipt and shipment of grain.,"Via Elevator Way, asphalt, 24 feet wide; from W. 16th Street and Port Way.",Two 57-car-capacity surface tracks serving car pits at rail-loading spout join additional trackage at rear of elevator; connect with Burlington Northern Railroad and Union Pacific Railroad.,90106,121,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Non-Ferrous Ores and Scrap | Paper & Al","Steel pile, concrete-decked offshore wharf with steel pile, concrete-capped breasting dolphin in line with face on each side forming vessel-loading berth; dol- phins connected by concrete walkway. Barge-unloading berth formed by timber pile, timber-decke","One electric-traveling, rotating shiploading gantry spout with 86-foot outboard reach at vessel-loading berth serves a belt-conveyor system extending through 583-foot grain gallery on wharf; transfer gallery extends from elevator in rear, loading capacit","Grain elevator at rear, consisting of one-hundred-and- eighty-six concrete silos with a steel frame, metal- covered, concrete-floored flat storage building has storage capacity for 5,000,000 bushels.  Three railcar pits have combined capacity for eightee",MLLW (Mean Lower Low Water),40,40,965,1678,34.5,34.5,01-JAN-1990, 
-13623093.3797,5983614.1304,17662,-122.37833,47.253889,0UFL,TIW,"PORT OF TACOMA, PIERCE COUNTY TERMINAL, BERTHS A AND B","South side of Blair Waterway, Tacoma, at inner end.",Dock,"4015-SR 509, North Frontage Road",Tacoma,WA,98421,Pierce,53,112,09,"Tacoma Harbor, WA","Tacoma, WA", ,3.0,South,47.253889,-122.37833, ,Current Owner and Operator: Port of Tacoma.,"Receipt and shipment of lumber, heavy-lift items, and conventional general cargo; receipt of automobiles.","Via plant road, from Port of Tacoma Road, each asphalt, 24 and 60 feet wide, respectively.","Two 1,600-foot surface tracks on apron; and two 640-foot platform-level tracks along rear of transit shed connect with Tacoma Municipal Belt-Line Railway.",91188,805,"Coal,Lignite & Coal Coke | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Fertilizers | Other Chemicals and Related Products | Fo","Concrete pile, asphalt-surfaced concrete-decked wharf extending from concrete bulkhead with asphalt-surfaced solid fill.","One 60-ton, electric-traveling full-portal gantry crane with 81-foot boom; and use of mobile equipment owned by the Port of Tacoma.","Approximately 80 acres of open storage area for automo- biles; 20 acres for conventional general cargo; and a 24,000-square-foot, open-sided lumber storage warehouse is located at rear of terminal. Three storage ware- houses, owned by the Port of Tacoma,",MLLW (Mean Lower Low Water),51,51,1400,1400,22,22,01-JAN-1990, 
-13657818.3817,5721076.5652,17664,-122.69027,45.628889,0UV6,VAN,FORT VANCOUVER PLYWOOD CO VANCOUVER LOG LIFT,"Mile 105.5, right bank, Columbia River, Vancouver, approximately 500 feet below Burlington Northern Railroad Bridge.",Dock,Foot of West 8th Street,Vancouver,WA,98660,Clark,11,112,03,"Columbia and Lower Willamette Rivers below Vancouver, WA and Portland, OR","Port of Vancouver USA, WA", ,105.5,Right,45.628889,-122.69027, ,Current Owner: Port of Vancouver. Phone: 206-6943-3368 FAX: 206-694-7882,Not used.,"Via plant road, asphalt, 18 feet wide; from W. 8th Street.",Plant trackage at rear; connects with Burlington Northern Railroad and Union Pacific Railroad.,90106,125,"Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Other Agricultural Products; Food and Kindred Products | All Manufactured Equipment, Machi","Natural bank fronted by log boom, with covered log lift at south end of mill building.","One electrically-operated, vertical log-lift transferring logs from water into mill at rear.","Port Vancouver Plywood Co.: At time of '85 survey, com- pany was in use for receipt of logs; however at time of 
'95 survey, operation had shut down. When operational, open storage area on east side of mill totaled approxi- mately 3 acres.",MLLW (Mean Lower Low Water), , , , , , ,01-JAN-1990, 
-13623804.7113,5984935.3024,17665,-122.38472,47.261944,0UFM,TIW,"WEYERHAEUSER PAPER CO., PUGET SOUND CHIP CENTER WHARF","North side of Blair Waterway, Tacoma, approxi- mately 0.5 mile above Lincoln Avenue extended.",Dock,2340 Alexander Avenue,Tacoma,WA,98421,Pierce,53,112,09,"Tacoma Harbor, WA","Tacoma, WA", ,3.0,North,47.261944,-122.38472,Current Operator: Weyerhaeuser Paper Co. Phone: 253/924-4610 FAX: 253/924-2667,Current Owner: Port of Tacoma.,"Receipt of wood chips by barge, with shipment by vessel.","Via plant road, from Alexander Avenue, each asphalt, 30 and 40 feet wide, respectively.","Two surface tracks serving combination railcar/truck dumper (rate five cars per hour) join eight additional surface storage tracks, total length 3,200 feet; connect with Tacoma Municipal Belt-Line Railway.",91188,815,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Forest Products, Lumber, Logs, Woodchips","Timber pile, concrete-decked platform with four concrete-pile breasting dolphins in line with face, connected by walkway. A permanently-moored, concrete- decked steel float with access ramp for unloading wood chips is at rear of face.","One 16-cubic-yard front-end loader unloads wood chips from barge into receiving hopper on float served by a 36-inch, electric belt-conveyor extending to open storage area in rear. Open storage area serves two electric stackers, rate 150 tons per hour; an","Open storage area in rear has capacity for 155,000 bone dry units (185,000 tons). One combination railcar/truck dumper (rate 350 tons per hour); and one track dumper (rate 10 trucks or 300 tons per hour) serve a 48-inch, electric belt-conveyor extending",MLLW (Mean Lower Low Water),40,51,800,800,20,20,01-JAN-1990, 
-13657200.5585,5720590.105,17667,-122.68472,45.625833,0UV7,VAN,LAFARGE CEMENT VANCOUVER PIER,"Mile 105.8, right bank, Columbia River, Vancouver, approximately 900 feet above Burlington Northern Railroad Bridge.",Dock,1217 W. 8th Street,Vancouver,WA,98660,Clark,11,112,03,"Columbia and Lower Willamette Rivers below Vancouver, WA and Portland, OR","Port of Vancouver USA, WA", ,105.8,Right,45.625833,-122.68472, ,"Current Owner and Operator: Holnam, Inc. Phone: 206-695-9208 FAX: 206-696-1105",Occasional receipt of cement.,"Via plant road, concrete, 20 feet wide; from W. 8th Street, asphalt, 40 feet wide.",Two surface tracks serving plant at ear join trackage of Burlington Northern Railroad; connects with Union Pacific Railroad.,90106,130,Other Chemicals and Related Products | Building Cement & Concrete; Lime; Glass,"Concrete pile, concrete-decked pier with steel tower at face supporting outer end of elevated, steel-pipeline trestle; six timber-pile breasting dolphins in line with face, connected by timber walkway.",One electrically-operated shear-leg derrick with 40-foot boom.,"Four 12- and one 8-inch pipelines on elevated trestle extend to eight concrete storage silos at rear; total  capacity 20,000 tons of bulk cement.",MLLW (Mean Lower Low Water),35,35,650,650,22,22,01-JAN-1990, 
-13112785.9096,5879592.1337,17701,-117.79416,46.615833,0UVK,CKL,POMEROY GRAIN GROWERS DOCK (S/GRAIN),"Mile 83.0, left bank, Snake River, Central Ferry, below Central Ferry (State Highway 127) Bridge, in cove.",Dock,State Highway 127,Central Ferry,WA, ,Garfield,23,112,05,"Snake River, OR, WA and ID", , ,83.0,Left,46.615833,-117.79416,"Current Operator: Pomeroy Grain Growers, Inc. Phone: 509/843-3851 FAX: 509/843-1695",Current Owner: Port of Garfield.,Shipment of grain.,"Via plant road, from State Highway 127, each asphalt, 30 and 24 feet wide.",None.,92723,102,"Forest Products, Lumber, Logs, Woodchips | Food and Farm Products | Wheat | Barley, Rye, Oats, Rice and Sorghum Grains","Row of one steel-sheet-pile, cellular; and four steel-pile breasting dolphins with 50- by 4-foot steel-walkway approach to cell at center.","One barge-loading spout serves a 36-inch, electric belt-conveyor extending from grain elevator in rear; rate 25,000 bushels per hour.","Grain elevator consists of fourteen steel tanks with total capacity for 2,400,000 bushels.",NPE (Normal Pool Elevation),24,24,300,300,13,13,01-JAN-1990, 
-13077071.2774,5893558.7251,17706,-117.47333,46.701944,0UVL,CKL,ALMOTA ELEVATOR CO DOCK,"Mile 103.6, right bank, Snake River, Almota, approximately 3.8 miles below Lower Granite Lock-and-Dam.",Dock,Almota Dock Road,Almota,WA, ,Whitman,75,112,05,"Snake River, OR, WA and ID", , ,103.6,Right,46.701944,-117.47333, ,Current Owner and Operator: Almota Elevator Co. Phone: 509/397-2010 FAX: 509/397-3459,Shipment of grain.,"Via Almota Dock Road, from Goose Creek Road, each asphalt, 24 feet wide.",None.,92743,1,"Forest Products, Lumber, Logs, Woodchips | Food and Farm Products | Wheat | Barley, Rye, Oats, Rice and Sorghum Grains | All Manufactured Equipment, Machinery and Products","Row of one steel-sheet-pile, cellular; and five steel-pile breasting dolphins.  Wharf has a 25- by 6-foot, steel- walkway approach to cell at center.","One barge-loading spout serves a 42-inch, electric belt- conveyor extending from grain elevator in rear; rate 40,000 bushels per hour.","Grain elevator consists of two concrete silos, four steel tanks, a timber-crib house, and one steel, flat storage building; total capacity 1,700,000 bushels.",NPE (Normal Pool Elevation),30,30,450,450,12,12,01-JAN-1990, 
-13076761.8092,5893513.762,17708,-117.47055,46.701667,0UVM,CKL,"S & R GRAIN CO., PORT OF ALMOTA DOCK","Mile 103.7, right bank, Snake River, Almota, approximately 3.8 miles below Lower Granite Lock-and-Dam.",Dock, ,Almota,WA, ,Whitman,75,112,05,"Snake River, OR, WA and ID", , ,103.7,Right,46.701667,-117.47055,Current Operator: S & R Grain Co. Phone: 509/397-4653 FAX: 509/397-4655,Current Owner: Port of Whitman.,Shipment of grain.,"Via Almota Dock Road, from Goose Creek Road, each asphalt, 24 feet wide.",None.,92743,4,Food and Farm Products,"Steel-sheet-pile bulkhead with solid fill, with one steel- pile breasting dolphin on each side in line with face.","One barge-loading spout serves a 42-inch, electric belt- conveyor extending from grain elevator in rear; rate 38,000 bushels per hour.","Grain elevator consists of one concrete silo and one steel tank with total capacity for 357,000 bushels.  Outside storage area has capacity for 350,000 bushels.",NPE (Normal Pool Elevation),12,13,204,204,5,5,01-JAN-1990, 
-13248658.0273,5807187.2775,17710,-119.01472,46.167222,0UVN,KWC,UNOCAL CORP. KENNEWICK PLANT/KENNEWICK AREA BGE DK,"Mile 322.6, right bank, Columbia River, Kennewick, approximately 0.8 mile below Union Pacific Rail- road Bridge.",Dock,Foot of Bowles Road,Kennewick,WA,99337,Benton,5,112,04,"Columbia River and Tributaries above Mcnary Lock and Dam to Kennewick, WA", , ,321.9,Right,46.167222,-119.01472, ,Current Owner and Operator: Unocal Corp. Phone: 509/586-5433 FAX: 509/586-5440,Mooring miscellaneous vessels and barges.,"Via Bowles Road, from Chemical Drive, each asphalt, 20 and 30 feet wide.",Trackage serving plant at rear joins tracks of Union Pacific Railroad; connects with Burlington Northern Railroad.,92322,301, ,"Concrete-capped steel-sheet-pile bulkhead with solid fill at breakwater, with 175- by 40-foot slip at angle to channel.",None.,-,NPE (Normal Pool Elevation),15,15,218,218,8,8,01-JAN-1990, 
-13247544.8324,5805312.3164,17712,-119.00472,46.155556,0UVP,KWC,"UNOCAL CORP. KENNEWICK PLANT, FINLEY AREA BGE DOCK","Mile 321.6, right bank, Columbia River, Kennewick, approximately 1.8 miles below Union Pacific Rail- road Bridge.",Dock,Foot of Game Farm Road,Kennewick,WA,99337,Benton,5,112,04,"Columbia River and Tributaries above Mcnary Lock and Dam to Kennewick, WA", , ,320.8,Right,46.155556,-119.00472, ,Current Owner and Operator: Unocal Corp. Phone: 509/586-5433 FAX: 509/586-5440,Shipment of liquid fertilizer (urea ammonium nitrate).,"Via Game Farm Road, from Chemical Road, each asphalt, 24 and 30 feet wide.",One surface track serving plant in rear joins trackage of Union Pacific Railroad; connects with Burlington Northern Railroad.,92322,501,"Fertilizers | Forest Products, Lumber, Logs, Woodchips | All Manufactured Equipment, Machinery and Products","Steel pile, grating-decked offshore wharf with one steel- pile breasting dolphin on each side in line with face.  Wharf has a 70- by 5-foot approach.",One hand-operated mast-and-boom derrick with 15-foot boom.,"One 8-inch pipeline extends from wharf to three liquid- fertilizer storage tanks in rear; total capacity 14,336,300 gallons.",NPE (Normal Pool Elevation),12,12,120,120,10,10,01-JAN-1990, 
-13656705.1868,5720236.4192,17714,-122.68027,45.623611,0UVQ,VAN,BOISE CASCADE CORP VANCOUVER DOCK (R/WOODPULP),"Mile 106.1, right bank, Columbia River, Vancouver, approximately 0.5 mile below Interstate Highway 5 Bridge.",Dock,907 W. 7th Street,Vancouver,WA,98660,Clark,11,112,03,"Columbia and Lower Willamette Rivers below Vancouver, WA and Portland, OR","Port of Vancouver USA, WA", ,106.1,Right,45.623611,-122.68027, ,Current Owner and Operator: Boise Cascade Corp. Phone: 206-690-7000 FAX: 206-690-1230,Receipt of woodpulp.,"Via Jefferson Street, asphalt, 40 feet wide; from W. 8th Street, asphalt, 40 feet wide.",Plant trackage at rear joins with Burlington Northern Railroad; connects with Union Pacific Railroad.,90106,140,"Forest Products, Lumber, Logs, Woodchips","One 80- by 30-foot, permanently-moored steel float at offshore wharf, with five steel-pile breasting dolphins in line with face.  Wharf has a 100- by 6-foot, steel pile, timber- and steel-decked approach.",None.,One 12-inch pipeline used for unloading water-soaked woodpulp; and another 12-inch pipeline used for dilut- ing woodpulp with water; unloading rate 800 gallons per hour. Pipeline extends to three steel storage tanks at rear; total capacity 480 tons.,MLLW (Mean Lower Low Water),25,25,275,275, , ,01-JAN-1990, 
-13033996.2004,5847911.875,17720,-117.08638,46.42,0UGA,WMA,STEGNER GRAIN TERMINAL DOCK,"Mile 136.5, right bank, Snake River, Wilma, approximately 0.8 mile below Red Wolf (State Highway 193) Bridge.",Dock,2051 Wilma Drive,Wilma,WA, ,Whitman,75,112,05,"Snake River, OR, WA and ID", , ,136.6,Right,46.42,-117.08638,Current Operator: Stegner Grain & Seed Co. Phone: 509/758-1000 FAX: 509/758-5601,Current Owner: Port of Whitman County.,Shipment of grain.,"Via Wilma Drive, from Down River Road, each asphalt, 30 feet wide.",One surface track serving separate grain elevator at rear; connects with Camas Prairie Railroad.,92777,6,"Forest Products, Lumber, Logs, Woodchips | Food and Farm Products | Wheat | Barley, Rye, Oats, Rice and Sorghum Grains",Row of one steel-sheet-pile cellular; and four steel-pile breasting dolphins connected by a 45- by 3-foot steel walkway with inclined conveyor approach to center cell.,"One barge-loading spout is served by a 42-inch, electric belt-conveyor extending from grain elevator at rear; rate 30,000 bushels per hour.","Grain elevator at rear, consisting of a concrete silo with eleven steel tanks, has total capacity for 4,100,000 bushels. A second elevator to rear of that one consists of two steel tanks with total capacity for 300,000 bushels, served only by truck and r",NPE (Normal Pool Elevation),30,30,295,295,10,10,01-JAN-1990, 
-13031430.2862,5849078.1666,17724,-117.06333,46.427222,0UGB,CKL,PORT OF CLARKSTON DOCK,"Mile 137.8, left bank, Snake River, Clarkston, approximately 2,000 feet above Red Wolf (State Highway 193) Bridge.",Dock,100 Fourteenth Street,Clarkston,WA,99403,Asotin,3,112,05,"Snake River, OR, WA and ID", , ,137.8,Left,46.427222,-117.06333, ,Current Owner and Operator: Port of Clarkston. Phone: 509/758-5272 FAX: 509/758-1746,"Receipt and shipment of conventional-and-containerized  general cargo, logs, and heavy-lift items.","Via Port Drive, from 15th Street, each, asphalt, 70-80 feet wide.",None.,92779,10,"Forest Products, Lumber, Logs, Woodchips | All Manufactured Equipment, Machinery and Products | Unknown or Not Elsewhere Classified","Concrete pile, concrete-decked wharf with concrete- surfaced steel-sheet-pile, cellular crane platform wih a steel-pile breasting dolphin in line with face on each side.","One 140-ton, fixed-revolving, diesel pneumatic crane with 90-foot boom. Open storage area serves a 1-ton, LP-gas forklift truck.",Approximately 3 acres of open storage area is located at rear.,NPE (Normal Pool Elevation),16,16,360,360,14,14,01-JAN-1990, 
-13625041.4708,5986028.9683,17726,-122.39583,47.268611,0UGC,TIW,"GEORGIA-PACIFIC GYPSUM CORP., TACOMA PLANT WHARF","North side of Blair Waterway, Tacoma, approxi- mately 0.4 mile above East 11th Street extended.",Dock,1240 Alexander Avenue,Tacoma,WA,98421,Pierce,53,112,09,"Tacoma Harbor, WA","Tacoma, WA", ,3.0,North,47.268611,-122.39583,"Current Operator: Georgia-Pacific Gypsum Corp. Phone: 253/627-2108, ext 43 FAX: 253/383-1348",Current Owner: Port of Tacoma.,Receipt of gypsum rock by self-unloading vessel.,"Via plant road, from Alexander Avenue, each asphalt, 20 and 40 feet wide, respectively.",One surface track serves plant at rear; connects with Tacoma Municipal Belt-Line Railway.,91188,830,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | All Manufactured Equipment, Machinery and Products | Unknown or Not Elsewhere Classified","Concrete pile, concrete-decked offshore wharf with one steel- and concrete-pile breasting dolphin in line with face on each side, connected by timber catwalks. Wharf, fronted by timber-fender system, has a 85- by 20-foot approach.","Vessels unload gypsum rock into an 11-foot-square receiving hopper served by a 48-inch, electric belt- conveyor extending into storage building at rear; rate 2,000 tons per hour.","One 42,500-square-foot, steel frame, covered storage building at rear has capacity for approximately 
32,000 tons.",MLLW (Mean Lower Low Water),35,35,700,700,18,18,01-JAN-1990, 
-13625257.4306,5986211.232,17729,-122.39777,47.269722,0UGD,TIW,"GRAYMONT WESTERN U.S., TACOMA LIME WHARF","North side of Blair Waterway, Tacoma, approxi- mately 1,300 feet above East 11th Street extended.",Dock,1220 Alexander Avenue,Tacoma,WA,98421,Pierce,53,112,09,"Tacoma Harbor, WA","Tacoma, WA", ,3.0,North,47.269722,-122.39777, ,"Current Owner and Operator: Graymont Western U.S., Inc. Phone: 253-572-7600 : 253/428-6553 FAX: 253/572-7605",Receipt of limestone; and occasional shipment of calcium- carbonate slurry.,"Via plant road, from Alexander Avenue, each asphalt, 30 and 40 feet wide, respectively.",Three surface tracks serving plant at rear; connect with Tacoma Municipal Belt-Line Railway.,91188,833,"Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Chemicals and Related Products | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged","Timber pile, timber-decked pier with three timber-pile breasting dolphins in line with face on each side, con- nected by 4-foot-wide walkways; and one additional dolphin at timber platform on upper side with 16- by 8-foot limestone-receiving hopper.","One 4-cubic-yard, diesel front-end loader unloads lime- stone into an adjustable-height hopper served by a 24-inch, electric belt-conveyor extending into open storage area at plant in rear; rate 300 tons per hour.  One 20-ton-capacity shear-leg derrick o","One 6-inch pipeline for slurry extends from wharf to seven steel storage tanks at rear; total capacity 1,385,000 gallons.  Open storage area at rear has capacity for 15,000 tons of limestone, with an addi- tional 1,900 tons of lime stored in six silos at",MLLW (Mean Lower Low Water),32,32,335,335,20,20,01-JAN-1990, 
-13625443.3342,5986393.4995,17732,-122.39944,47.270833,0UGE,TIW,TACOMA BOAT DOCK,"North side of Blair Waterway, Tacoma, approxi- mately 700 feet above East 11th Street extended.",Dock,1112 Alexander Avenue. E,Tacoma,WA,98421,Pierce,53,112,09,"Tacoma Harbor, WA","Tacoma, WA", ,3.0,North,47.270833,-122.39944,Current Operator: Jesse Engineering. Phone: 206/283-9996 : 206-572-7600 FAX: 206/284-8859,"Current Owner: A. H. Powers, Inc.","Shipment of fabricated steel products; and handling construction materials, supplies, and equipment.","Via plant roads, asphalt-and-gravel, 20 feet wide; from Alexander Avenue, asphalt, 40 feet wide.",None.,91188,835,"Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Pulp and Waste Paper | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and Iron & Steel Waste & Scrap | Non-Ferrous Ores and Scrap | P","Offshore wharf formed by sunken steel-caisson topped by peripheral concrete-retaining walls with solid fill, with  one timber-pile breasting dolphin on lower side in line with face. Wharf, fronted by steel-fender piles, has a 50- by 26-foot concrete brid",Stevedore rental equipment available as required.,-,MLLW (Mean Lower Low Water),15,35,290,360,16,16,01-JAN-1990, 
-13625566.8988,5986530.3257,17735,-122.40055,47.271667,0UGF,TIW,"TRU-GRIT, TACOMA WHARF","North side of Blair Waterway, Tacoma, approxi- mately 350 feet above East 11th Street extended.",Dock,1110 Alexander Avenue,Tacoma,WA,98421,Pierce,53,112,09,"Tacoma Harbor, WA","Tacoma, WA", ,3.0,North,47.271667,-122.40055,"Current Operator: Jesse Engineering and Tru-Grit, Inc. Phone: 253/627-4480","Current Owner: A. H. Powers, Inc.",Receipt of copper slag for use in roofing materials; and shipment of fabricated steel products.,"Via plant road, from Alexander Avenue, each asphalt, 20 and 40 feet wide, respectively.",None.,91188,836,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Non-Ferrous Ores and Scrap | Slag | Primary Non-Ferrous Metal Products;Fabricated Metal Prods.","Steel pile, steel-decked offshore wharf with 50- by 25-foot steel-ramp approach; fronted by timber-and-rubber fender system.","Receiving hopper for copper slag, supported on former wharf foundation at lower end, serves a 36-inch, electric belt-conveyor extending to open storage area at rear; rate 200 tons per hour.","Open storage area has capacity for 10,000 tons of copper slag.",MLLW (Mean Lower Low Water),15,20,160,160,18,18,01-JAN-1990, 
-13629308.3469,5984343.0054,17738,-122.43416,47.258333,0UGH,TIW,"CONOCOPHILLIPS PIPELINE CO, TACOMA TERMINAL","East side of Thea Foss Waterway, Tacoma, approxi- mately 1,700 feet below East 11th Street Bridge.",Dock,516-520 East D Street,Tacoma,WA,98421,Pierce,53,112,09,"Tacoma Harbor, WA","Tacoma, WA", ,3.0,East,47.258333,-122.43416, ,Current Owner and Operator: Tosco Corp. Phone: 253/627-3878 X 5 FAX: 253/627-1265,Receipt of petroleum products; fueling small vessels.,"Via plant road, from East D Street, each asphalt, 
24 and 30 feet wide; and East 11th Street.",None.,91182,272,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Forest Products, Lumber, Logs, Woodchips | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | All Manufactured Equipment, Machinery and Products","Timber pile, concrete-surfaced, timber-decked offshore wharf with one steel- and concrete-pile breasting dolphin on each side in line with face. Wharf has a 
50- by 10-foot approach from timber bulkhead at rear; fronted by timber-fender system.",None.,"Two 8- and one 6-inch pipelines extend from wharf to twelve steel storage tanks; total capacity 280,000 bar- rels. Wharf serves one 3-inch fuel-oil line.",MLLW (Mean Lower Low Water),24,30,660,660,20,20,01-JAN-1990, 
-13629494.2505,5984707.6299,17744,-122.43583,47.260556,0UGJ,TIW,NUSTAR ENERGY,"East side of Thea Foss Waterway, Tacoma, at entrance to.",Dock,250 East D Street,Tacoma,WA,98421,Pierce,53,112,09,"Tacoma Harbor, WA","Tacoma, WA", ,3.0,East,47.260556,-122.43583, ,"Current Owner and Operator: ST Services/Shore Terminals, LLC. Phone: 253/627-5711 FAX: 253/572-0471",Receipt and shipment of petroleum products by vessel and barge.,"Via plant road, from East D Street, each asphalt, 
20 and 30 feet wide; and East 11th Street.",One 3-car-capacity surface track serves loading racks; connects with Burlington Northern Santa Fe Railway.,91182,278,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Other Chemicals and Related Products","Timber pile, timber-decked offshore wharf with four timber-pile breasting dolphins at outer; and two on inner side, all in line with face, connected by timber catwalk. Dock has a 70- by 20-foot and one 40- by 12-foot approach to wharf.",One electric-hydraulic derrick with 40-foot boom for handling hose.,"Four 8-inch pipelines extend from wharf to sixteen steel storage tanks at rear; total capacity 500,000 barrels.",MLLW (Mean Lower Low Water),26,26,600,600,20,20,01-JAN-1990, 
-13628968.8225,5984707.6299,17750,-122.43111,47.260556,0UGK,TIW,MARINE INDUSTRIES NORTHWEST PIER.,"West side of Middle Waterway, Tacoma, approxi- mately 2,200 feet below inner end.",Dock,313 East F Street,Tacoma,WA,98421,Pierce,53,112,09,"Tacoma Harbor, WA","Tacoma, WA", ,3.0,West,47.260556,-122.43111,"Current Operator: Marine Industries Northwest, Inc. Phone: 253/627-9136 FAX: 253/627-1094",Current Owner: Foss Maritime Co.,Mooring floating drydock; and vessels and barges for repair.,"Via plant roads, asphalt-and-gravel, 20 feet wide; from East ""F"" Street, asphalt, 25 feet wide; and East 11th Street.",None.,91183,305, ,"Timber pile, timber-decked wharf.","Two diesel mobile cranes: one 40- and one 30-ton, each  
with 115-foot boom.  One 15-ton, traveling gantry crane with 80-foot boom operating along each wingwall of floating drydock.","Floating drydock, capacity for 2,800 tons, is located at lower end of wharf; a 600-ton marine railway is at rear of lower end.  North end of wharf is 22 feet wide; shoreward portion is 60 feet wide.  Wharf is equipped with lines for supplying compressed",MLLW (Mean Lower Low Water),12,25,800,800,15,15,01-JAN-1990, 
